id;employee_id;client_id;date;duration;cost
304;0;3714;2019-04-30;2;190
305;2;6662;2023-05-14;4;340
306;2;1531;2023-03-24;3;270
307;1;1501;2022-11-19;2;190
308;1;683;2022-01-20;3;270
309;2;5820;2022-11-02;4;340
310;1;3225;2023-05-30;3;270
311;0;4343;2023-03-03;1;100
312;0;1260;2021-11-17;4;340
313;2;6515;2020-01-27;3;270
314;2;6155;2022-12-27;1;100
315;2;742;2020-07-09;4;340
316;2;2845;2021-12-12;4;340
317;2;3551;2023-09-04;4;340
318;2;3149;2022-04-20;1;100
319;1;6310;2022-02-05;1;100
320;2;6969;2019-01-03;3;270
321;0;5834;2023-07-18;1;100
322;0;4443;2021-08-30;3;270
323;2;2325;2019-10-09;1;100
324;2;6459;2020-09-07;2;190
325;0;4492;2019-04-08;4;340
326;1;4502;2018-12-01;1;100
327;0;1651;2020-07-07;4;340
328;0;1929;2019-08-23;1;100
329;0;2554;2020-02-11;2;190
330;1;5227;2022-03-18;1;100
331;2;1995;2023-05-15;1;100
332;0;3987;2019-06-09;2;190
333;2;1375;2022-10-21;2;190
334;0;2460;2023-02-28;3;270
335;0;225;2019-11-04;2;190
336;1;2903;2023-09-13;1;100
337;1;4099;2021-10-04;2;190
338;0;2549;2020-03-31;4;340
339;0;6671;2021-03-08;3;270
340;2;2654;2023-06-26;1;100
341;2;529;2019-09-28;3;270
342;0;1703;2022-01-09;4;340
343;0;5048;2020-04-12;1;100
344;1;5218;2021-07-03;1;100
345;0;3302;2022-05-06;1;100
346;1;931;2023-01-08;4;340
347;2;5580;2021-08-20;2;190
348;1;1745;2022-07-30;2;190
349;2;4285;2022-06-30;1;100
350;0;921;2023-10-22;4;340
351;2;4532;2020-12-07;4;340
352;1;3373;2020-11-30;4;340
353;1;366;2023-07-18;3;270
354;2;1777;2019-11-20;3;270
355;0;3027;2022-01-07;3;270
356;2;1955;2022-02-24;2;190
357;0;4646;2019-08-22;2;190
358;2;4517;2023-03-13;1;100
359;2;276;2019-09-23;1;100
360;2;3964;2021-08-25;4;340
361;0;5279;2019-08-25;3;270
362;2;449;2019-06-16;2;190
363;0;2890;2022-01-02;1;100
364;2;345;2023-02-18;1;100
365;1;3653;2021-12-03;2;190
366;1;3918;2021-04-04;1;100
367;0;4943;2023-02-13;3;270
368;0;3315;2020-09-07;2;190
369;1;3301;2019-10-03;4;340
370;1;1233;2019-04-04;2;190
371;0;1132;2021-06-16;4;340
372;2;3024;2022-05-20;2;190
373;2;1910;2020-12-24;3;270
374;2;2065;2022-03-19;2;190
375;2;2411;2019-12-10;1;100
376;0;2061;2018-12-29;2;190
377;1;648;2021-11-30;4;340
378;2;4727;2022-08-03;3;270
379;0;5999;2019-05-04;2;190
380;1;5937;2019-05-01;4;340
381;0;3925;2022-09-15;2;190
382;0;1300;2023-06-17;4;340
383;0;860;2022-10-06;4;340
384;0;2645;2021-04-22;3;270
385;2;3213;2019-09-13;4;340
386;0;5415;2023-04-13;3;270
387;0;3949;2021-03-20;3;270
388;1;545;2022-04-28;4;340
389;2;1292;2022-11-23;4;340
390;2;1657;2019-12-31;3;270
391;0;5295;2019-08-28;3;270
392;1;141;2020-09-10;3;270
393;0;5717;2019-11-02;2;190
394;2;1337;2022-06-05;1;100
395;0;3303;2023-01-12;3;270
396;2;1037;2021-12-07;1;100
397;0;6168;2018-12-17;2;190
398;0;3344;2022-06-20;1;100
399;1;5920;2021-09-21;1;100
400;0;1704;2020-04-12;1;100
401;0;1095;2019-01-13;4;340
402;2;4822;2019-11-22;4;340
403;2;6563;2020-04-28;2;190
404;1;4661;2019-08-23;3;270
405;1;1201;2021-07-03;1;100
406;1;2630;2021-10-28;2;190
407;0;2225;2021-03-27;2;190
408;1;4125;2023-02-17;3;270
409;2;346;2022-09-27;4;340
410;1;2708;2022-02-11;1;100
411;2;5114;2019-10-25;3;270
412;2;1828;2020-04-25;1;100
413;1;6421;2022-09-19;2;190
414;1;1840;2021-02-03;1;100
415;2;491;2022-09-04;1;100
416;0;1797;2019-10-23;3;270
417;2;2702;2019-11-10;3;270
418;0;2835;2021-04-17;4;340
419;2;5946;2021-04-16;3;270
420;2;6031;2021-02-02;3;270
421;0;2135;2021-08-05;1;100
422;0;3167;2022-12-21;2;190
423;1;5127;2022-02-21;4;340
424;2;6077;2022-02-26;4;340
425;2;1587;2020-10-01;4;340
426;2;1757;2020-09-04;4;340
427;2;14;2023-05-02;4;340
428;1;790;2022-01-07;4;340
429;0;206;2019-04-24;2;190
430;2;6660;2020-04-03;2;190
431;0;2694;2022-03-20;1;100
432;0;5028;2020-04-29;3;270
433;1;1028;2019-07-31;2;190
434;1;2003;2022-07-12;4;340
435;0;2437;2022-03-04;4;340
436;0;5299;2023-04-26;4;340
437;2;2750;2021-07-16;2;190
438;0;5084;2020-02-16;3;270
439;1;435;2021-05-16;3;270
440;0;988;2020-02-05;3;270
441;0;4415;2019-09-12;2;190
442;1;770;2018-11-07;3;270
443;2;1465;2021-05-21;2;190
444;1;3867;2021-06-15;3;270
445;2;3692;2021-02-02;3;270
446;0;696;2021-01-29;2;190
447;1;4517;2020-08-18;2;190
448;0;4896;2021-03-25;4;340
449;2;1309;2022-11-28;1;100
450;1;6213;2019-04-08;3;270
451;2;2781;2020-05-30;4;340
452;2;3660;2020-01-27;1;100
453;1;3302;2022-06-17;4;340
454;0;2327;2022-03-04;2;190
455;2;869;2019-07-26;1;100
456;0;395;2020-07-16;3;270
457;0;5186;2023-04-08;3;270
458;2;2966;2020-12-11;1;100
459;0;5167;2021-11-11;1;100
460;1;572;2019-09-21;4;340
461;0;6949;2021-12-28;2;190
462;0;2589;2022-02-15;3;270
463;1;3404;2020-09-17;2;190
464;2;2898;2019-06-23;4;340
465;1;441;2020-09-23;4;340
466;2;4580;2022-03-17;4;340
467;0;115;2020-09-05;4;340
468;2;5577;2021-06-04;1;100
469;2;1002;2023-03-24;3;270
470;2;93;2023-04-15;4;340
471;2;1460;2022-03-13;3;270
472;2;6385;2023-08-09;1;100
473;1;3082;2019-08-16;4;340
474;2;4225;2019-02-19;4;340
475;0;4257;2021-12-04;2;190
476;2;286;2023-03-16;4;340
477;1;2619;2020-03-29;2;190
478;2;6610;2022-09-21;3;270
479;2;2461;2022-05-08;3;270
480;1;2567;2023-04-09;4;340
481;0;5597;2020-02-11;1;100
482;2;4336;2021-07-12;4;340
483;2;4748;2021-10-12;2;190
484;2;4538;2019-12-26;1;100
485;0;4911;2022-10-24;2;190
486;2;697;2020-03-10;4;340
487;1;1591;2019-06-01;1;100
488;1;5021;2021-06-18;3;270
489;0;1170;2019-01-16;1;100
490;0;5673;2022-09-04;2;190
491;2;3701;2021-03-22;2;190
492;1;4526;2019-11-24;3;270
493;0;3568;2022-07-15;2;190
494;0;1645;2021-07-13;3;270
495;1;6871;2023-06-23;1;100
496;2;6709;2021-03-24;4;340
497;1;4399;2020-10-14;2;190
498;0;3277;2022-01-05;3;270
499;0;3741;2022-07-31;1;100
500;0;6135;2022-10-11;3;270
501;1;3819;2022-10-02;1;100
502;1;4321;2021-09-02;3;270
503;1;5431;2020-02-01;2;190
504;2;130;2020-02-24;2;190
505;2;89;2023-07-22;2;190
506;2;5540;2019-08-13;3;270
507;1;5871;2020-12-05;2;190
508;2;6495;2019-11-27;1;100
509;2;5798;2020-10-03;4;340
510;0;947;2019-12-23;4;340
511;2;4874;2022-05-08;3;270
512;1;3703;2023-08-09;1;100
513;1;1881;2021-05-11;2;190
514;0;2912;2022-08-31;3;270
515;2;6114;2022-12-01;1;100
516;1;4730;2023-03-14;3;270
517;2;2084;2022-07-07;3;270
518;2;2405;2023-07-17;2;190
519;2;6168;2019-10-08;3;270
520;0;397;2019-06-03;1;100
521;0;694;2019-11-25;1;100
522;0;6394;2022-02-04;4;340
523;1;3133;2021-06-19;2;190
524;2;6791;2023-04-17;1;100
525;2;1642;2019-06-02;2;190
526;0;6780;2020-12-11;4;340
527;1;4195;2022-09-13;2;190
528;0;1740;2020-03-13;2;190
529;1;4450;2022-12-23;4;340
530;2;6234;2022-06-10;3;270
531;2;5506;2022-05-18;1;100
532;2;4073;2021-03-15;4;340
533;2;3949;2021-01-21;3;270
534;0;6097;2021-10-23;3;270
535;1;2058;2022-03-02;2;190
536;2;308;2019-01-20;2;190
537;1;3835;2019-04-14;4;340
538;2;1622;2022-06-24;1;100
539;2;5918;2023-04-08;1;100
540;1;2364;2023-02-26;1;100
541;1;1929;2022-09-06;3;270
542;0;4225;2022-07-15;1;100
543;0;5654;2021-01-21;3;270
544;0;3031;2019-12-30;3;270
545;1;1026;2020-08-25;2;190
546;2;5823;2020-06-20;2;190
547;0;4468;2019-09-22;3;270
548;0;900;2020-06-10;1;100
549;2;4588;2019-12-12;4;340
550;1;1795;2019-06-22;4;340
551;0;5031;2021-01-05;1;100
552;2;3100;2021-11-24;1;100
553;0;3478;2023-09-16;1;100
554;0;6293;2019-10-11;1;100
555;2;1422;2021-02-08;4;340
556;1;6416;2020-01-25;4;340
557;0;1331;2021-07-24;2;190
558;2;1086;2018-11-21;1;100
559;2;5727;2020-07-31;2;190
560;2;2885;2020-11-12;4;340
561;2;4656;2021-09-22;3;270
562;0;5282;2020-09-08;3;270
563;0;2118;2020-08-06;2;190
564;1;4396;2019-02-01;2;190
565;2;1527;2022-12-30;3;270
566;1;6366;2023-09-29;2;190
567;1;1978;2020-03-21;4;340
568;0;3235;2019-09-26;4;340
569;0;1564;2020-06-23;3;270
570;1;2735;2022-11-21;1;100
571;1;528;2019-01-02;3;270
572;0;3003;2022-06-20;3;270
573;0;5656;2021-04-07;4;340
574;1;3818;2019-04-09;2;190
575;0;5959;2019-11-10;2;190
576;0;2773;2020-08-28;2;190
577;0;4114;2023-02-06;3;270
578;1;2812;2022-04-12;1;100
579;0;1209;2020-06-22;3;270
580;2;67;2020-06-01;1;100
581;0;2781;2021-05-03;3;270
582;2;4771;2020-08-18;2;190
583;0;1394;2019-04-07;1;100
584;1;5582;2021-07-09;2;190
585;1;2700;2023-09-22;3;270
586;2;3907;2019-02-07;2;190
587;0;5644;2020-09-16;2;190
588;2;4535;2021-04-06;1;100
589;1;4241;2019-06-27;4;340
590;2;3817;2021-12-28;1;100
591;1;332;2023-03-31;4;340
592;0;4869;2021-10-04;1;100
593;1;554;2019-06-12;2;190
594;0;150;2022-12-13;2;190
595;0;3858;2020-08-10;2;190
596;0;6984;2022-03-24;3;270
597;1;3498;2018-11-29;2;190
598;1;1481;2023-07-21;4;340
599;2;4934;2021-10-26;2;190
600;2;4382;2020-05-02;3;270
601;0;5564;2021-12-26;1;100
602;2;2948;2021-12-10;4;340
603;1;6385;2020-09-08;2;190
604;0;2148;2021-03-13;2;190
605;2;6051;2022-01-21;3;270
606;0;1744;2020-09-13;4;340
607;2;2800;2019-02-18;2;190
608;2;1991;2023-09-20;1;100
609;0;3335;2023-04-16;4;340
610;1;6983;2019-02-11;2;190
611;2;2324;2022-04-29;3;270
612;2;1616;2019-10-08;4;340
613;2;3590;2021-07-05;2;190
614;1;301;2022-07-03;4;340
615;0;2348;2022-03-01;1;100
616;2;4891;2020-03-05;1;100
617;0;2156;2023-07-22;2;190
618;1;5031;2022-11-07;1;100
619;2;107;2022-11-12;1;100
620;2;6579;2022-01-06;1;100
621;1;3094;2021-12-27;2;190
622;2;1542;2023-04-19;4;340
623;1;6397;2022-12-03;1;100
624;0;1715;2018-11-10;2;190
625;2;6263;2023-05-15;2;190
626;2;733;2019-06-19;4;340
627;1;3956;2023-09-26;4;340
628;1;2005;2021-01-27;1;100
629;1;339;2019-11-20;1;100
630;0;1399;2018-12-26;1;100
631;0;4111;2022-12-03;2;190
632;1;5828;2020-09-30;2;190
633;2;1705;2019-10-18;2;190
634;2;4961;2019-01-22;4;340
635;0;5435;2022-09-01;2;190
636;0;4400;2023-03-24;4;340
637;1;6915;2022-05-05;1;100
638;1;28;2019-03-09;4;340
639;0;5905;2022-06-28;1;100
640;1;1657;2023-05-25;4;340
641;0;2947;2020-12-17;2;190
642;2;11;2019-10-23;2;190
643;2;5671;2021-03-03;4;340
644;0;4849;2020-12-25;4;340
645;0;3520;2021-10-18;1;100
646;0;564;2022-04-11;2;190
647;0;488;2019-10-11;1;100
648;1;2838;2022-07-09;3;270
649;1;982;2018-11-27;4;340
650;2;6845;2022-10-28;3;270
651;2;700;2019-09-27;3;270
652;0;4328;2021-07-22;3;270
653;2;6115;2022-04-29;4;340
654;2;3675;2020-09-05;1;100
655;1;5736;2020-10-25;3;270
656;1;2629;2023-09-07;4;340
657;0;3014;2023-01-27;1;100
658;0;5160;2023-01-16;3;270
659;0;4120;2022-05-19;3;270
660;2;4125;2019-08-23;1;100
661;2;6497;2020-06-30;3;270
662;1;254;2022-07-20;4;340
663;0;1632;2023-10-28;3;270
664;1;1303;2022-08-06;3;270
665;1;1221;2021-08-11;2;190
666;2;6169;2019-11-21;1;100
667;0;6653;2019-07-07;1;100
668;2;5434;2021-08-01;3;270
669;0;1030;2019-07-17;3;270
670;0;6129;2020-03-27;3;270
671;0;4312;2021-12-09;3;270
672;1;6972;2022-01-25;4;340
673;0;5691;2019-06-16;3;270
674;1;4685;2022-08-29;3;270
675;1;2264;2021-10-14;2;190
676;1;673;2022-01-14;2;190
677;2;5259;2019-11-08;3;270
678;0;900;2019-02-24;3;270
679;0;901;2020-08-31;1;100
680;0;5708;2021-09-08;3;270
681;1;6295;2019-05-04;1;100
682;1;1836;2019-03-13;3;270
683;1;3737;2023-02-13;1;100
684;2;1239;2021-03-22;3;270
685;1;6535;2021-05-13;1;100
686;2;347;2021-07-21;1;100
687;2;6608;2020-08-11;1;100
688;1;2354;2021-07-23;3;270
689;2;2529;2021-04-13;1;100
690;0;4053;2020-04-22;4;340
691;0;2996;2020-09-08;4;340
692;0;5444;2018-10-31;1;100
693;1;4338;2019-04-17;4;340
694;1;6464;2022-10-12;4;340
695;2;5499;2019-10-19;1;100
696;2;2660;2023-05-30;1;100
697;0;1571;2021-07-01;3;270
698;1;1015;2019-07-06;2;190
699;0;3028;2023-06-18;2;190
700;2;4608;2022-09-22;3;270
701;1;1057;2019-05-29;3;270
702;1;6670;2019-10-16;3;270
703;1;1248;2023-09-27;2;190
704;0;4927;2022-03-19;3;270
705;1;4805;2022-03-23;4;340
706;2;1130;2022-11-21;1;100
707;2;6378;2022-02-22;2;190
708;0;4481;2019-09-30;3;270
709;0;3255;2019-07-10;3;270
710;1;5968;2021-08-17;1;100
711;1;4804;2020-05-05;3;270
712;0;448;2022-08-03;1;100
713;1;863;2021-10-10;2;190
714;2;3741;2023-01-04;4;340
715;1;2528;2018-12-21;4;340
716;0;2863;2022-06-24;2;190
717;1;5570;2021-09-22;2;190
718;0;2927;2023-07-31;1;100
719;2;4458;2019-11-18;2;190
720;1;5128;2021-05-30;2;190
721;2;4555;2020-07-14;3;270
722;2;2898;2020-02-28;3;270
723;2;4904;2019-08-04;4;340
724;1;4632;2022-12-26;1;100
725;2;3946;2020-03-13;4;340
726;0;6041;2023-06-12;3;270
727;2;2102;2018-11-10;2;190
728;1;641;2023-04-17;2;190
729;0;4682;2019-07-02;4;340
730;0;5767;2023-08-29;3;270
731;0;5219;2019-08-20;3;270
732;2;795;2019-05-28;4;340
733;0;3067;2023-06-07;2;190
734;2;350;2019-06-22;3;270
735;1;6582;2019-11-18;2;190
736;2;565;2022-12-29;3;270
737;2;6562;2020-01-13;1;100
738;1;844;2020-04-09;4;340
739;1;6054;2021-11-15;3;270
740;0;4521;2019-03-20;1;100
741;1;3343;2022-09-26;2;190
742;0;965;2020-08-27;1;100
743;2;4451;2021-07-18;2;190
744;1;163;2021-07-24;4;340
745;1;4856;2020-03-23;1;100
746;0;1280;2019-05-21;4;340
747;2;2154;2020-08-02;1;100
748;2;6619;2020-08-23;4;340
749;0;1022;2020-08-10;4;340
750;2;2362;2021-12-21;3;270
751;0;2203;2021-05-22;3;270
752;1;6812;2021-09-09;1;100
753;0;5768;2021-02-07;3;270
754;1;5785;2019-10-10;4;340
755;0;4345;2019-06-25;3;270
756;2;2639;2022-04-26;4;340
757;0;5765;2021-12-01;2;190
758;1;6633;2023-07-05;4;340
759;0;354;2023-10-29;2;190
760;1;3733;2019-12-09;2;190
761;2;177;2022-12-16;2;190
762;1;4747;2022-01-06;1;100
763;0;1867;2022-05-02;3;270
764;1;22;2020-08-31;2;190
765;1;3062;2021-05-31;3;270
766;1;5282;2019-06-07;4;340
767;1;43;2023-04-05;1;100
768;2;6541;2021-10-03;2;190
769;0;823;2021-03-06;3;270
770;1;2306;2020-12-07;1;100
771;0;616;2019-07-02;4;340
772;1;2463;2020-12-25;1;100
773;0;6156;2021-12-05;2;190
774;0;6169;2019-03-28;3;270
775;0;4393;2018-12-22;4;340
776;2;5890;2020-05-01;3;270
777;2;3562;2023-02-26;1;100
778;1;2190;2019-04-30;2;190
779;2;5622;2021-01-27;4;340
780;0;3129;2023-03-11;4;340
781;2;3262;2021-01-27;2;190
